Date/Time,Media Description,Media Link
"You uploaded a feed photo on March 4, 2024 at 2:33 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEGg_2_hEr_gg/feedshare-shrink_800/feedshare-shrink_800/0/1709562829955?e=1779926400&v=beta&t=GPGJ7uYY8U0vou0ev7YFhTth5TUg6YKXsJJgx2hOZgI
"You uploaded a feed photo on March 1, 2024 at 10:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQEDSEjh4w-Gkw/feedshare-shrink_800/feedshare-shrink_800/0/1709289333875?e=1779926400&v=beta&t=Qm9Hy6RZQYk_6ne0ZTCjnlHKNjZjfUxl7BYMUyd6GLY
"You uploaded a feed photo on March 1, 2024 at 10:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQH-sKKx5JmqwQ/feedshare-shrink_800/feedshare-shrink_800/0/1709289327239?e=1779926400&v=beta&t=YEKgV75m3lO8FfQsYBzz1q6KSPTfzTQpvV5JHSK1p_4
"You uploaded a feed photo on February 29, 2024 at 3:42 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQHAwjUTcxR3vg/feedshare-shrink_800/feedshare-shrink_800/0/1709221371581?e=1779926400&v=beta&t=sqIe79YxTiYCatmviiniKdAUFBrFyR3FVIqwyDlUQlk
"You uploaded a feed photo on February 29, 2024 at 3:42 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQGQ9bHXVHXoDw/feedshare-shrink_800/feedshare-shrink_800/0/1709221363466?e=1779926400&v=beta&t=I6RRK3gxEtAsmYua5Sy0mK5D-7TLmUM68l2IQ_Tpykw
"You uploaded a feed photo on February 28, 2024 at 9:50 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEImSy91WPfMg/feedshare-shrink_800/feedshare-shrink_800/0/1709113819299?e=1779926400&v=beta&t=HC578ELDtDrDi1NPjEhVtvJNB08BCevy8R103nmEHWs
"You uploaded a feed photo on February 28, 2024 at 9:50 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEe911GPhPxMw/feedshare-shrink_800/feedshare-shrink_800/0/1709113810018?e=1779926400&v=beta&t=dj_dBhMfDA6FdqFn4z4qkRjrWI-jF92Ye5g0PL9Cdak
"You uploaded a feed photo on February 22, 2024 at 10:14 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF_IdfMJkkwcA/feedshare-shrink_800/feedshare-shrink_800/0/1708596895952?e=1779926400&v=beta&t=WA26jJ2jb3fKpuPzFy66ovPj1u_Ny9UOn8sQORKhQLw
"You uploaded a feed photo on February 22, 2024 at 10:14 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGx4afiVkkQuA/feedshare-shrink_800/feedshare-shrink_800/0/1708596885646?e=1779926400&v=beta&t=tjtztB9XMYHwz38PGlQpJj9cCxlXMNLGR50cuu7AFtM
"You uploaded a feed photo on February 21, 2024 at 9:19 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGT705nnq39tg/feedshare-shrink_800/feedshare-shrink_800/0/1708507141479?e=1779926400&v=beta&t=TbraR30LHqb6kK2L3LAJuSLOntlGnCSowbuzrHmrKGE
"You uploaded a feed photo on January 17, 2024 at 3:08 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQG457DQd5JzjQ/feedshare-shrink_800/feedshare-shrink_800/0/1705504118610?e=1779926400&v=beta&t=jVHlVRSUpsMeFTHS-PaXXtrb7O6VmtHj3TaSm83Tqwk
"You uploaded a feed photo on January 17, 2024 at 3:08 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGL8_Ds2aCvSA/feedshare-shrink_800/feedshare-shrink_800/0/1705504098919?e=1779926400&v=beta&t=SBtprYogEFPwPcIfH-BDRC-qvJFljPoVwnalo9K3ga0
"You uploaded a feed photo on January 3, 2024 at 11:33 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFT26wGTKr-3A/feedshare-shrink_800/feedshare-shrink_800/0/1704281623560?e=1779926400&v=beta&t=dJ0JIHoQ5sBUgL9riawjH3IYzFjxXQOBD0KSvLyA6_0
"You uploaded a feed photo on January 3, 2024 at 11:33 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF4hk1Drkm3Fg/feedshare-shrink_800/feedshare-shrink_800/0/1704281613842?e=1779926400&v=beta&t=jpbBXH_jfDoavuUOyJhK8f_Jo9z6jmEPnoEK9EpZwLc
"You uploaded a feed photo on December 15, 2023 at 3:47 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFW7lh_Au1LYg/feedshare-shrink_800/feedshare-shrink_800/0/1702655264088?e=1779926400&v=beta&t=gXyN0v5X0opb-isg1VcRA_ieh2OmydsA7N-OCCCNlEs
"You uploaded a feed photo on December 8, 2023 at 3:15 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF7ZQwHoy0xyw/feedshare-shrink_800/feedshare-shrink_800/0/1702048515481?e=1779926400&v=beta&t=He_CnT7kfKT00PpGxHUZDZLv754kzWDgyX1oWSfCMrM
"You uploaded a feed photo on December 8, 2023 at 2:07 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGI3Ma0Wj-19w/feedshare-shrink_800/feedshare-shrink_800/0/1702044454453?e=1779926400&v=beta&t=LtthUoZT8oPsA5h9uylB7SPb0AvW-s0MCeF-s6L1iaY
"You uploaded a feed photo on December 7, 2023 at 4:39 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHZgMGysjTLtw/feedshare-shrink_800/feedshare-shrink_800/0/1701967141248?e=1779926400&v=beta&t=ITP5__fM0LhTjIOKsvJew0MkLUAuRGr_Hz5R3E8CPms
"You uploaded a feed photo on December 7, 2023 at 4:38 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGtZFDQ6nwU3g/feedshare-shrink_800/feedshare-shrink_800/0/1701967131761?e=1779926400&v=beta&t=WfGkGQ43rfmdSn_hjSlly5pOBx6WITiwaxpaFu1ncJc
"You uploaded a feed photo on October 13, 2023 at 3:36 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGhDG0SEtT01A/feedshare-shrink_800/feedshare-shrink_800/0/1697211372728?e=1779926400&v=beta&t=fz8g2LA-iPnVyligcA2Ih6nEf5Lo6n0USbLTPz362ns
"You uploaded a feed photo on October 13, 2023 at 3:34 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHoiXR1vp1ALA/feedshare-shrink_800/feedshare-shrink_800/0/1697211308694?e=1779926400&v=beta&t=wuTKq1bopp2J0trON_APeTqp-V2pa3VmwfB1Fs6q16E
"You uploaded a feed photo on October 6, 2023 at 2:51 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEDlp2mIntWbw/feedshare-shrink_800/feedshare-shrink_800/0/1696603876836?e=1779926400&v=beta&t=JA4Uj4i9xsyM4efNP1QF3_aW2fzMKYo27XYgOUcRXvo
"You uploaded a feed photo on October 6, 2023 at 2:50 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFc_2LyB3R1Pg/feedshare-shrink_800/feedshare-shrink_800/0/1696603852736?e=1779926400&v=beta&t=zSuV7HyJed3QUptMwjs7eGl1EF0NHRJDpoKPeMzf4NM
"You uploaded a feed photo on September 27, 2023 at 4:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEFFZUFsnRPkw/feedshare-shrink_800/feedshare-shrink_800/0/1695830510562?e=1779926400&v=beta&t=4Q5ttkBNk4T7-PNT_ay6g_qzl_YwlQQUJJ-c5SwPQjg
"You uploaded a photo on September 26, 2023 at 10:14 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQFsvXwmVlb09Q/comment-image-shrink_8192_800/comment-image-shrink_8192_800/0/1695723271062?e=1779120000&v=beta&t=V6-wbtl5NoOWiNv7lqm64-WbM_1Eu3PO_RQqBJJLtOY
"You uploaded a feed photo on September 18, 2023 at 2:59 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGZrwcF3ojIpg/feedshare-shrink_800/feedshare-shrink_800/0/1695049164922?e=1779926400&v=beta&t=8b_kvrbA_oLS8uKMFT14uLFEX74DBgRcRroAWvk-jos
"You uploaded a feed photo on September 18, 2023 at 2:56 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHYovS9tvtRKw/feedshare-shrink_800/feedshare-shrink_800/0/1695049000555?e=1779926400&v=beta&t=FVcW6dvfqnP7eTL9YBM5UoDU58MrW_ljv8j4JuQwCz0
"You uploaded a feed photo on September 15, 2023 at 3:31 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHjL3ueDhGLmw/feedshare-shrink_800/feedshare-shrink_800/0/1694791912178?e=1779926400&v=beta&t=52Wttw1m7Ge3GaAkrI44Htr0p1_fDK3NtcGgn8Z1P60
"You uploaded a feed photo on September 15, 2023 at 3:31 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGX82_LuSSp7A/feedshare-shrink_800/feedshare-shrink_800/0/1694791890220?e=1779926400&v=beta&t=WkA5lXGoVvWNIWrChYT5dTK2EuUXla4e8cqBockL_8k
"You uploaded a photo on September 12, 2023 at 7:41 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQF8vPKo0C4X1Q/comment-image-shrink_8192_800/comment-image-shrink_8192_800/0/1694504485653?e=1779120000&v=beta&t=UUNidj19DNd4rgFpT93fklSdyBF51F8g2T2hM_b9v0M
"You uploaded a feed photo on September 8, 2023 at 3:35 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGOYGMSUDKp2g/feedshare-shrink_800/feedshare-shrink_800/0/1694187336405?e=1779926400&v=beta&t=Vw07yayUcbjPpQMUKYab1ruCHHcL1llFytoafb1uG4I
"You uploaded a feed photo on September 8, 2023 at 3:35 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGWDer45yFP0g/feedshare-shrink_800/feedshare-shrink_800/0/1694187327385?e=1779926400&v=beta&t=kxoWlAk5j4JpxqsqBCKVDACEvR15ZpTezlsfHlWn4qE
"You uploaded a feed photo on August 29, 2023 at 2:19 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGDg-mS6QK2EQ/feedshare-shrink_800/feedshare-shrink_800/0/1693318760037?e=1779926400&v=beta&t=Xei57yUm0Oh8TdrcoHeglIvBBO8P7spu4srqQ0PxoQg
"You uploaded a feed photo on August 29, 2023 at 2:19 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFFPGNyE4EvfQ/feedshare-shrink_800/feedshare-shrink_800/0/1693318751034?e=1779926400&v=beta&t=Sapbn-IRT-cRUFJv3g1dBoY8wKrQTr2VNFIebX-Y9X8
"You uploaded a feed photo on August 28, 2023 at 8:23 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH2SfBO4buubQ/feedshare-shrink_800/feedshare-shrink_800/0/1693210999905?e=1779926400&v=beta&t=j8fZfbB4NLZjUD8rUNlLprMUFHpp3iBJYmVZfo09urw
"You uploaded a feed photo on August 28, 2023 at 8:21 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEFvUj35uLxuA/feedshare-shrink_800/feedshare-shrink_800/0/1693210873887?e=1779926400&v=beta&t=2G0F-27sE7XxkktO1psrhQ61Ud9dyhUlyTtHFIn8VwY
"You uploaded a feed photo on August 25, 2023 at 3:17 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEPapUJmBZQ-A/feedshare-shrink_800/feedshare-shrink_800/0/1692976674230?e=1779926400&v=beta&t=bF508bLBTvwaaXOtCioe-yrXke0FzkmblNmGrY7JMXs
"You uploaded a feed photo on August 25, 2023 at 3:16 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFN02Y2sTiDFQ/feedshare-shrink_800/feedshare-shrink_800/0/1692976618300?e=1779926400&v=beta&t=uMtSbK_SuqXHl49D8-na5eAi_sKqPb27wQZXelsL9HI
"You uploaded a feed photo on August 21, 2023 at 2:54 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEYMKrArscUjw/feedshare-shrink_800/feedshare-shrink_800/0/1692629681482?e=1779926400&v=beta&t=SoEzNiniLzt352XkKKSpi-7ZD-3l4ffHPPA8WgjcST4
"You uploaded a feed photo on August 21, 2023 at 2:54 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFN0g83CofLAA/feedshare-shrink_800/feedshare-shrink_800/0/1692629667962?e=1779926400&v=beta&t=V3beMbjZ_BP0vyJWZBZrtHmc8e4lLpbO0mCcxrkAFd0
"You uploaded a feed photo on August 18, 2023 at 6:36 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFP52GsMDCE1g/feedshare-shrink_800/feedshare-shrink_800/0/1692340566735?e=1779926400&v=beta&t=PEvNjj6_82IJEtcqXXHK2l5mzFgoRJk-gL0UeUNNZ1E
"You uploaded a feed photo on August 18, 2023 at 6:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFIQUZn3rcbLA/feedshare-shrink_800/feedshare-shrink_800/0/1692340560127?e=1779926400&v=beta&t=7II_i571Wr59wBihoEVOgkVWW-JpN-BiUTjdK3SgoUw
"You uploaded a feed photo on August 17, 2023 at 3:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE86k3Wkfs3Mw/feedshare-shrink_800/feedshare-shrink_800/0/1692286910179?e=1779926400&v=beta&t=ZtDJdSnE-4OLTKbD_vCMtdnJsIxiCS-S_ldmw9q4AqY
"You uploaded a feed photo on August 17, 2023 at 3:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE50br2MazcSQ/feedshare-shrink_800/feedshare-shrink_800/0/1692286900931?e=1779926400&v=beta&t=LxivrIEknxE5Q-3ja0WDcpzmtPXOrLAvNeHiuilCLoY
"You uploaded a feed photo on August 15, 2023 at 10:32 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFoDLxpj7NqMg/feedshare-shrink_800/feedshare-shrink_800/0/1692095556082?e=1779926400&v=beta&t=pEPbpYibIq3PfGAjtn0d3wcT7moFdvCCuYmAFtQQweo
"You uploaded a feed photo on August 15, 2023 at 10:31 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFMFpagtqH1CQ/feedshare-shrink_800/feedshare-shrink_800/0/1692095483815?e=1779926400&v=beta&t=0-X0tqWpW7VnpqC__F-158hOaEbh6XQra6BJ-MQCAk4
"You uploaded a feed photo on August 11, 2023 at 8:10 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEtRq4w7S9Y4w/feedshare-shrink_800/feedshare-shrink_800/0/1691741416615?e=1779926400&v=beta&t=QJi6HR39FHP-tvFlAwwKgW_6uC_t-uZs43PlwaTXjv4
"You uploaded a feed photo on August 4, 2023 at 2:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE5VrMzPritLA/feedshare-shrink_800/feedshare-shrink_800/0/1691158228122?e=1779926400&v=beta&t=3AxVycLDZXGadf3qY2jMPLAN8srvJm2avW8XzO2-j40
"You uploaded a feed photo on August 4, 2023 at 2:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHycfzCLA-Fqw/feedshare-shrink_800/feedshare-shrink_800/0/1691158218770?e=1779926400&v=beta&t=iDrfGcKfmK1JqNoMVJdUjn0Yp4Yt2UKw5VX-cOtIgBw
"You uploaded a feed photo on August 2, 2023 at 2:48 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH8L2BKei_6LA/feedshare-shrink_800/feedshare-shrink_800/0/1690987687911?e=1779926400&v=beta&t=wLUqgyVPSqXNclPz_Sc1NPjjGF2iJmZc_wy6Hfny1Po
"You uploaded a feed photo on August 2, 2023 at 2:47 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHZrZpuHL-TRg/feedshare-shrink_800/feedshare-shrink_800/0/1690987677282?e=1779926400&v=beta&t=m0Vq1l-bslq-Y64l8mfphLFV6QcVEWhFjA6CWtoAZZ4
"You uploaded a feed photo on August 1, 2023 at 1:34 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE8adp2xn9QLQ/feedshare-shrink_800/feedshare-shrink_800/0/1690896846356?e=1779926400&v=beta&t=vTpcDEtYYTceVEq87h7vr_dM5jxfbpNDSp4vvouhNsk
"You uploaded a feed photo on August 1, 2023 at 1:33 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGxc20Puv4Djw/feedshare-shrink_800/feedshare-shrink_800/0/1690896836579?e=1779926400&v=beta&t=c3yA-wI1F3DtETq26X4ltjYhxXN0t1fAdZHv-ETqnuo
"You uploaded a feed photo on June 29, 2023 at 10:36 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFI-KYPZozwkw/feedshare-shrink_800/feedshare-shrink_800/0/1688034965763?e=1779926400&v=beta&t=4kWZMfyrUgdmB7fy1tpcQAPwhZhHi8s7TjDBYd0L-dY
"You uploaded a feed photo on June 27, 2023 at 10:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHbIk0P3ljA3w/feedshare-shrink_800/feedshare-shrink_800/0/1687862102185?e=1779926400&v=beta&t=G3RnAz1PRe9SxUcmsGZej52XF8PNgV4iwNYvBAAtTJk
"You uploaded a feed photo on June 27, 2023 at 10:34 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHKzXGECp7bZA/feedshare-shrink_800/feedshare-shrink_800/0/1687862093832?e=1779926400&v=beta&t=oUE1xQ98Mzvn__bJx912Kzvqv21HJvGZfKf9Bx99MJg
"You uploaded a feed photo on June 25, 2023 at 9:34 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH0XOUwL504yw/feedshare-shrink_800/feedshare-shrink_800/0/1687685668335?e=1779926400&v=beta&t=oPOICUHLMF7naHnJNgZZQJYIkJcsiJnnm3tQ5jbtbSA
"You uploaded a feed photo on June 25, 2023 at 9:33 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEhlVjQtOSTpA/feedshare-shrink_800/feedshare-shrink_800/0/1687685606121?e=1779926400&v=beta&t=0sNS4lmw5bBm0dmt9ReWD8edCcBIWFOvOP8-GN0Udco
"You uploaded a feed photo on June 22, 2023 at 11:17 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHUrBw4DM2LqA/feedshare-shrink_800/feedshare-shrink_800/0/1687432655513?e=1779926400&v=beta&t=9o31ugj59TznjIFuDi3Tmb7seIP8cDzJ1pFzQGeXvAE
"You uploaded a feed photo on June 21, 2023 at 8:27 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEPkxsj5yahJw/feedshare-shrink_800/feedshare-shrink_800/0/1687336052984?e=1779926400&v=beta&t=y90T52p3JM7DwdlAFWm73h1N_4qGZVYyc0kXEPUy_5w
"You uploaded a feed photo on June 19, 2023 at 1:27 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEt9rKsYs3Qig/feedshare-shrink_800/feedshare-shrink_800/0/1687181241209?e=1779926400&v=beta&t=VcAMdZZAqw3pfBzCV4IJ9g7vvy4W7cjbjOyJdYmU1sY
"You uploaded a feed photo on June 19, 2023 at 1:27 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFlLWSJ6QIyWw/feedshare-shrink_800/feedshare-shrink_800/0/1687181232560?e=1779926400&v=beta&t=1laPR1I9s_SNAM8iZuy4xlk0vPz7RFN7EwcJjQBiGxc
"You uploaded a feed photo on June 16, 2023 at 10:12 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHxa6_avAMxgw/feedshare-shrink_800/feedshare-shrink_800/0/1686910341704?e=1779926400&v=beta&t=mo_IYMFF9SLLrnJ03o3QdZAD0mIxr-a21z9xLie5w8I
"You uploaded a feed photo on June 16, 2023 at 10:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEoAbw7HaI4fg/feedshare-shrink_800/feedshare-shrink_800/0/1686910281590?e=1779926400&v=beta&t=yEa-g9AWNiqjXu3MQWcz-HLngWHrQjPYWAK66huh4P4
"You uploaded a feed photo on June 15, 2023 at 9:12 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQErgIUNlIByqg/feedshare-shrink_800/feedshare-shrink_800/0/1686820322383?e=1779926400&v=beta&t=rJnDJyOdWSZ4cFR_o-dn6xjRej5q_o5-hyeVYebQaC4
"You uploaded a feed photo on June 15, 2023 at 9:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFszWnD_LC7Fw/feedshare-shrink_800/feedshare-shrink_800/0/1686820310051?e=1779926400&v=beta&t=LJlR2tM_LdH5y4eRRVaelizzmqG14-4XTiGkjQgYz7g
"You uploaded a article cover photo on June 14, 2023 at 2:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D12AQEMfba7EUy6JA/article-cover_image-shrink_720_1280/article-cover_image-shrink_720_1280/0/1686751291967?e=1779926400&v=beta&t=rDBZvvvCfZoCQVIBFLNrv_jpS6dPCbHkn27rL6cVXto
"You uploaded a feed photo on June 13, 2023 at 3:29 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEB20SAjvIgUw/feedshare-shrink_800/feedshare-shrink_800/0/1686670186514?e=1779926400&v=beta&t=WH_3WXXDfd4V7kLbeO_6oVm4MuJ9nl3EQutehs1QmXc
"You uploaded a feed photo on June 12, 2023 at 10:17 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEvfxJKLCtblA/feedshare-shrink_800/feedshare-shrink_800/0/1686565064919?e=1779926400&v=beta&t=aGSd113mcwM8WKW8Y1yiabns599_7hvgdSXM-Ei-eDc
"You uploaded a feed photo on June 12, 2023 at 10:17 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFwkx95rOT3HQ/feedshare-shrink_800/feedshare-shrink_800/0/1686565057539?e=1779926400&v=beta&t=SeM9OwkVlw36aNDduKH8Fbn8ULo9Ckh170-HxtrgUNM
"You uploaded a feed document on June 11, 2023 at 3:41 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D4D1FAQE1bM-HXQSPcQ/feedshare-document-url-metadata-scrapper-pdf/feedshare-document-url-metadata-scrapper-pdf/0/1686498100626?e=1779120000&v=beta&t=vBAF93B6cynwsSYHSAfXWnu4gPeGPotW4l2hdVJCAAE
"You uploaded a feed document on June 11, 2023 at 3:14 PM (GMT)","Much has been said bout feedback but one thing that is seldom mentioned in the same context is hierarchy. In other words WHO is giving the feedback and why. When you get feedback from your peers it is one thing. You can consider it as a friendly advice that you can choose to follow or not.

When the feedback comes from your manger, stakeholder or client suddenly the situation gets more complicated. The hierarchy makes feedback more unclear. Is it still and advice that you can disregard or are you expected to follow through on everything that has been said? Are you free to question the feedback or choose to apply certain parts? Hard to know.

To avoid misunderstandings, you need to establish what kind of feedback is given. There are three types of feedback:  

1. Direction
This are changes that your manager expects you to do. Here is no need or room for long discussions. Just make sure that you understand what, where, why. 

2. Suggestion 
Changes that your manager wants you to consider but leaves up to you if and how to apply. Make sure to understand what your manager is after, what is the reason for that suggestion. Maybe you will find other ways to reach that result. 

3. Idea
This is exactly what sounds like, an idea. Just because it comes from your manager doesn?t mean it is good or worth more than yours. Write them down to show that you are taking them seriously but it's up to you to use them or not. 

It is important that both you and your manager are aligned on what type of feedback is given. A feedback session with several topics should start with type one, the most crucial and important changes. Than move on to type two and round up with type three ideation.

#feedback #hierarchy #manager #design",https://media.licdn.com/dms/document/media/v2/D4D1FAQH0ttcB_a2IRw/feedshare-document-url-metadata-scrapper-pdf/feedshare-document-url-metadata-scrapper-pdf/0/1686496491890?e=1779120000&v=beta&t=weCQ5z2W_CasoLs3hNCZ3LGb9A-pwA9iZ_At06VvHtk
"You uploaded a feed document on June 11, 2023 at 3:13 PM (GMT)", -,https://media.licdn.com/dms/document/media/v2/D4D1FAQEc40TwekCp3Q/feedshare-document-url-metadata-scrapper-pdf/feedshare-document-url-metadata-scrapper-pdf/0/1686496431258?e=1779120000&v=beta&t=QiInZT7-wmIrhWf8RDlJa3MGkFSbCQ7rQ7eG-KqYf_o
"You uploaded a feed photo on June 8, 2023 at 9:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFNueEGYfUwNg/feedshare-shrink_800/feedshare-shrink_800/0/1686215472547?e=1779926400&v=beta&t=ghDd6wO3JrQNI1wSXxSED39cxb6cIB1ZEs7iybsh_wk
"You uploaded a feed photo on June 8, 2023 at 9:11 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF-mPsPoUY9Aw/feedshare-shrink_800/feedshare-shrink_800/0/1686215462387?e=1779926400&v=beta&t=FRIsKNt06ShUVl89n27YhG2c_U7CF-Hz9zcUpWeZbH4
"You uploaded a feed photo on June 7, 2023 at 9:13 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH6HqLVInEQ4Q/feedshare-shrink_800/feedshare-shrink_800/0/1686129201164?e=1779926400&v=beta&t=G4GCfye5yXMOmj4fdjYgThNLwEvtvDC1UoQniBoml0Q
"You uploaded a feed photo on June 6, 2023 at 10:34 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEUq1C0D4bXZQ/feedshare-shrink_800/feedshare-shrink_800/0/1686047701891?e=1779926400&v=beta&t=H2QyIJ-cyYZlo2CXFe9xQRSMqCdKfjWXyNiaKv2M6No
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH_eHblM51mCg/feedshare-shrink_800/feedshare-shrink_800/0/1685621414231?e=1779926400&v=beta&t=IZ3MKWd0tK8Sr9_Sj2S4LUGhKe4kwIrgWKQN5Y1EE5Y
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHqXfZJMsvyvQ/feedshare-shrink_800/feedshare-shrink_800/0/1685621414245?e=1779926400&v=beta&t=tAZgRuACDL1HVPiXsPxk1a0zlg1Tq7zEdoscDooLGCk
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFKY6pgwIbivw/feedshare-shrink_800/feedshare-shrink_800/0/1685621414402?e=1779926400&v=beta&t=7vrWyL1xVi6f7hNRR5iu_C98LXpeRq8saZNxklYIF6k
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEd9htNppDQFw/feedshare-shrink_800/feedshare-shrink_800/0/1685621414172?e=1779926400&v=beta&t=Ny9OY05Do4BL3CgBU38OSK3avAGKt7WXMr5ZTO7o968
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGWNyZZ68vqJA/feedshare-shrink_800/feedshare-shrink_800/0/1685621403524?e=1779926400&v=beta&t=y--1lEcYQk6YmGq17MDWkkjePK8V3RelxF_Fv9mtyuA
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFYOt9VPgfI7g/feedshare-shrink_800/feedshare-shrink_800/0/1685621404968?e=1779926400&v=beta&t=yLOjy6I8DF_Swmr4tKS8ksU1NLgf6rhh50UqyxZlIEs
"You uploaded a feed photo on June 1, 2023 at 12:10 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHD5QeYpmotqQ/feedshare-shrink_800/feedshare-shrink_800/0/1685621403747?e=1779926400&v=beta&t=rIPpmuJMcXXWxotHixwJC0Fi8viFWglMmgmYEVurq38
